,name/ pos- ref- alt
4464,SRR1175501
4465,ERR1213928
4466,ERR245841
4467,ERR245833
4468,ERR181991
4469,SRR1172916
4470,SRR1172834
4471,ERR1873511
4472,ERR212164
4473,SRR1049636
4474,SRR1159301
4475,ERR212115
4476,SRR2101498
4477,SRR1163392
4478,ERR550956
4479,SRR2099925
4480,ERR212041
4481,ERR212053
4482,ERR551977
4483,ERR553178
4484,SRR1163195
4485,SRR833144
4486,SRR3675523
4487,SRR1173248
4488,SRR1169559
4489,ERR553235
4490,ERR550685
4491,ERR161052
4492,ERR181814
4493,ERR552155
4494,SRR1181128
4495,ERR552597
4496,SRR1049738
4497,ERR221527
4498,SRR2100482
4499,SRR1048972
4500,ERR551326
4501,ERR163968
4502,ERR176590
4503,ERR1213854
4504,ERR1873519
4505,ERR190396
4506,SRR1169211
4507,ERR552756
4508,SRR1173741
4509,SRR2101560
4510,SRR2101337
4511,ERR550774
4512,SRR2101516
4513,SRR1180329
4514,SRR1184387
4515,ERR550954
4516,ERR067753
4517,SRR2100649
4518,SRR1167167
4519,SRR1180924
4520,ERR181714
4521,SRR1019159
4522,ERR551012
4523,SRR1175058
4524,ERR245789
4525,ERR1035068
4526,ERR550709
4527,SRR2101162
4528,SRR2101532
4529,SRR1181259
4530,ERR176692
4531,SRR1163393
4532,SRR1180398
4533,SRR1172367
4534,ERR176532
4535,SRR998797
4536,SRR1019138
4537,ERR552248
4538,SRR2100501
4539,ERR552240
4540,ERR221532
4541,ERR1873402
4542,ERR176765
4543,ERR867549
4544,ERR553139
4545,SRR2101131
4546,ERR552378
4547,ERR551044
4548,SRR2101212
4549,ERR037550
4550,ERR163961
4551,SRR2100524
4552,SRR1049622
4553,ERR551952
4554,ERR1035324
4555,SRR1011477
4556,SRR2469368
4557,SRR998714
4558,SRR1181090
4559,ERR036248
4560,SRR1011474
4561,ERR552141
4562,ERR216980
4563,SRR1181081
4564,SRR1159122
4565,SRR1165244
4566,SRR2100397
4567,SRR1181117
4568,SRR1181104
4569,SRR1184374
4570,SRR1173181
4571,SRR1184318
4572,SRR1163121
4573,ERR552216
4574,SRR2100701
4575,ERR550777
4576,SRR2100669
4577,SRR2100044
4578,SRR2100519
4579,ERR552413
4580,SRR1165627
4581,SRR3675543
4582,ERR551388
4583,SRR1162996
4584,ERR245803
4585,ERR552571
4586,ERR234563
4587,SRR2100455
4588,SRR2101672
4589,ERR553193
4590,ERR037539
4591,SRR1165509
4592,SRR671840
4593,ERR212083
4594,SRR1172718
4595,ERR181959
4596,ERR161178
4597,ERR176486
4598,SRR1173312
4599,SRR1169148
4600,ERR551753
4601,ERR551837
4602,ERR551385
4603,SRR1165681
4604,ERR1034937
4605,SRR1165432
4606,SRR1049623
4607,SRR2100753
4608,SRR1146325
4609,SRR2100465
4610,SRR1144777
4611,SRR1165211
4612,ERR212014
4613,ERR2124094
4614,SRR1169199
4615,SRR671724
4616,ERR551500
4617,SRR1013586
4618,ERR552705
4619,ERR176697
4620,ERR234635
4621,ERR551660
4622,ERR124647
4623,ERR552336
4624,SRR2100305
4625,ERR067590
4626,SRR1181115
4627,SRR2100939
4628,SRR1144821
4629,SRR2100169
4630,ERR176719
4631,ERR1034721
4632,ERR550789
4633,ERR551663
4634,ERR551999
4635,ERR550761
4636,SRR2100392
4637,ERR181816
4638,ERR552085
4639,ERR1034861
4640,SRR1049677
4641,ERR037468
4642,SRR1172849
4643,ERR1034651
4644,ERR552367
4645,SRR1013561
4646,SRR1146417
4647,SRR1146276
4648,SRR1162879
4649,SRR2100154
4650,ERR212040
4651,SRR2100165
4652,SRR1159954
4653,ERR553188
4654,SRR1169470
4655,SRR2100065
4656,ERR1034781
4657,ERR552897
4658,SRR1162758
4659,ERR552335
4660,ERR551013
4661,SRR1172107
4662,SRR671767
4663,SRR2101617
4664,ERR161071
4665,ERR550649
4666,ERR1035343
4667,SRR671764
4668,SRR1173130
4669,SRR2100096
4670,ERR1034782
4671,SRR1167282
4672,SRR671818
4673,ERR552165
4674,SRR2101285
4675,SRR1165549
4676,SRR1062906
4677,SRR1169074
4678,ERR552373
4679,ERR551108
4680,ERR551804
4681,ERR1034898
4682,ERR551446
4683,SRR1735681
4684,ERR1035055
4685,SRR1163078
4686,SRR2100698
4687,ERR1034943
4688,SRR1172860
4689,SRR832996
4690,SRR2100856
4691,ERR1035064
4692,SRR1062897
4693,SRR1019158
4694,SRR2100835
4695,ERR181951
4696,SRR2101093
4697,ERR553198
4698,ERR176514
4699,SRR3675261
4700,SRR2100950
4701,ERR1873498
4702,SRR1167273
4703,ERR1034840
4704,SRR2101380
4705,ERR1034989
4706,ERR2145487
4707,SRR1002680
4708,SRR2101351
4709,SRR2100488
4710,SRR1175029
4711,SRR1173293
4712,SRR1162997
4713,SRR1013631
4714,SRR1181045
4715,SRR1144770
4716,SRR1062905
4717,SRR1169197
4718,SRR1165568
4719,SRR1172853
4720,SRR998672
4721,SRR1165248
4722,SRR2100199
4723,SRR1181347
4724,ERR163931
4725,SRR1165251
4726,SRR3675512
4727,SRR998781
4728,SRR2100229
4729,SRR832988
4730,SRR3675563
4731,ERR552047
4732,SRR1173295
4733,SRR1173482
4734,SRR1165622
4735,ERR181914
4736,SRR1172358
4737,SRR2100576
4738,ERR245701
4739,SRR2099960
4740,SRR2100705
4741,ERR161030
4742,SRR998761
4743,SRR1165270
4744,SRR1165444
4745,SRR1144767
4746,SRR2100699
4747,ERR1035247
4748,SRR2100526
4749,SRR2100005
4750,SRR1163178
4751,SRR1169458
4752,SRR1181132
4753,ERR550633
4754,ERR181964
4755,SRR1062872
4756,SRR2100600
4757,SRR1162878
4758,ERR176678
4759,SRR1172207
4760,SRR2100645
4761,SRR671766
4762,SRR2100574
4763,ERR181694
4764,ERR181736
4765,SRR2101638
4766,ERR1035219
4767,SRR2100586
4768,SRR2100136
4769,SRR1048854
4770,SRR2101534
4771,SRR2100196
4772,ERR221542
4773,SRR1049654
4774,ERR176581
4775,SRR1180340
4776,SRR1163205
4777,SRR1172779
4778,ERR551954
4779,ERR1035267
4780,SRR1180323
4781,ERR551979
4782,ERR551805
4783,ERR1035320
4784,SRR998590
4785,SRR2101828
4786,SRR2100729
4787,ERR553312
4788,ERR550871
4789,ERR1873457
4790,SRR1172288
4791,ERR176519
4792,SRR1169095
4793,ERR552535
4794,SRR2100868
4795,SRR2100661
4796,SRR2101533
4797,SRR2101569
4798,SRR1181261
4799,SRR1169140
4800,ERR553245
4801,SRR1146271
4802,ERR551862
4803,ERR552907
4804,ERR551573
4805,ERR1035208
4806,SRR1163115
4807,ERR182041
4808,ERR245793
4809,ERR552512
4810,ERR037491
4811,SRR1049068
4812,SRR2100846
4813,SRR3675559
4814,SRR1163171
4815,SRR1166153
4816,SRR2101413
4817,ERR551993
4818,ERR126628
4819,SRR3675499
4820,ERR1873439
4821,ERR216939
4822,SRR1172835
4823,ERR1034998
4824,ERR124641
4825,SRR998584
4826,SRR2101368
4827,SRR1165258
4828,ERR550681
4829,ERR1034669
4830,ERR176500
4831,SRR2101161
4832,ERR036242
4833,ERR176773
4834,SRR2100569
4835,ERR181818
4836,SRR3675391
4837,SRR1174894
4838,SRR3675478
4839,SRR2101481
4840,SRR1162967
4841,SRR1163073
4842,ERR1035357
4843,SRR2101825
4844,SRR1048879
4845,SRR1168981
4846,ERR182056
4847,SRR2099969
4848,SRR2101418
4849,ERR176600
4850,SRR1163309
4851,SRR998822
4852,SRR1144760
4853,ERR176502
4854,SRR833046
4855,SRR671862
4856,SRR2101587
4857,SRR1184326
4858,SRR671755
4859,SRR833109
4860,SRR3675443
4861,ERR552982
4862,SRR2100940
4863,SRR1048863
4864,SRR1180188
4865,ERR176597
4866,ERR190398
4867,ERR1213894
4868,SRR2101253
4869,ERR181919
4870,SRR1180299
4871,SRR1169113
4872,ERR108430
4873,SRR1167391
4874,ERR037511
4875,ERR1035345
4876,ERR161191
4877,SRR671859
4878,SRR2100595
4879,SRR1168987
4880,ERR552363
4881,SRR1146355
4882,SRR1184386
4883,SRR1158929
4884,SRR2100979
4885,SRR1167310
4886,SRR1163363
4887,SRR2100081
4888,SRR2101094
4889,ERR1035006
4890,ERR216925
4891,ERR1035060
4892,SRR2101662
4893,ERR1034668
4894,SRR1163288
4895,ERR400443
4896,SRR2101297
4897,SRR1167389
4898,SRR1169090
4899,SRR1173492
4900,ERR161198
4901,ERR1873453
4902,ERR1035264
4903,SRR1173123
4904,ERR551798
4905,ERR176787
4906,ERR181788
4907,SRR3675314
4908,SRR1159738
4909,SRR1181089
4910,SRR1173620
4911,ERR036186
4912,SRR2101129
4913,SRR2101726
4914,SRR2101092
4915,ERR182035
4916,SRR1169544
4917,ERR553166
4918,SRR833191
4919,ERR688044
4920,SRR2100301
4921,SRR1172054
4922,SRR1172854
4923,SRR1180435
4924,SRR2101296
4925,SRR1173140
4926,SRR1180215
4927,SRR1168964
4928,SRR2101273
4929,ERR551747
4930,SRR1165281
4931,ERR551016
4932,ERR550925
4933,ERR551935
4934,SRR2101028
4935,SRR1167346
4936,ERR067576
4937,SRR1166120
4938,ERR553062
4939,ERR067663
4940,ERR176659
4941,SRR1184303
4942,SRR1180168
4943,SRR1162894
4944,ERR550841
4945,ERR221574
4946,SRR1169505
4947,SRR1013543
4948,SRR2100201
4949,ERR550695
4950,SRR2101034
4951,SRR1047991
4952,ERR553197
4953,SRR1173207
4954,SRR1011468
4955,ERR181961
4956,ERR126604
4957,ERR212120
4958,ERR176639
4959,ERR212116
4960,ERR181695
4961,SRR1169033
4962,SRR2101282
4963,SRR2100147
4964,ERR181958
4965,SRR998843
4966,SRR1163168
4967,ERR552826
4968,ERR550929
4969,ERR176705
4970,SRR1144750
4971,SRR2100601
4972,ERR036247
4973,SRR1163107
4974,ERR550652
4975,SRR2101403
4976,SRR2101728
4977,SRR1049559
4978,SRR1181107
4979,SRR2101588
4980,SRR1013655
4981,ERR551901
4982,SRR2100419
4983,SRR1162747
4984,SRR2100365
4985,ERR551372
4986,SRR1173411
4987,ERR550744
4988,SRR1169027
4989,SRR2100825
4990,SRR1162962
4991,SRR2100116
4992,ERR688031
4993,SRR2100354
4994,SRR671751
4995,ERR553280
4996,ERR1213858
4997,ERR221569
4998,SRR1162732
4999,SRR1184361
5000,ERR161128
5001,ERR1213848
5002,ERR1213892
5003,ERR176712
5004,SRR2100787
5005,SRR1165246
5006,SRR998762
5007,SRR1162468
5008,ERR190368
5009,SRR3675233
5010,ERR1034971
5011,SRR1163081
5012,SRR1181330
5013,SRR1172241
5014,SRR2100323
5015,SRR1180443
5016,SRR2101373
5017,SRR1181092
5018,SRR1049607
5019,ERR161091
5020,ERR552428
5021,ERR1035107
5022,ERR552394
5023,ERR181825
5024,SRR833067
5025,ERR1034748
5026,SRR2100942
5027,ERR552912
5028,ERR221556
5029,SRR2101505
5030,ERR245796
5031,SRR1062935
5032,SRR1162854
5033,SRR2100478
5034,SRR1181162
5035,ERR216945
5036,SRR1165457
5037,ERR552977
5038,SRR2101343
5039,SRR1172965
5040,SRR2100758
5041,SRR1146384
5042,SRR1013654
5043,SRR1173542
5044,ERR181978
5045,SRR1144726
5046,ERR176816
5047,ERR552681
5048,ERR551774
5049,ERR552759
5050,SRR1049616
5051,ERR181786
5052,SRR1172106
5053,SRR1165640
5054,ERR229961
5055,ERR036230
5056,SRR1062934
5057,SRR2101328
5058,ERR176731
5059,SRR1162818
5060,SRR2100171
5061,ERR550893
5062,ERR552032
5063,SRR2101802
5064,ERR176492
5065,SRR1173038
5066,SRR1158990
5067,SRR2100105
5068,ERR552300
5069,ERR1034766
5070,SRR1184345
5071,ERR1035061
5072,SRR1172292
5073,ERR176526
5074,SRR1172392
5075,SRR2099941
5076,ERR1034854
5077,SRR1180437
5078,ERR1035248
5079,ERR1035019
5080,ERR161077
5081,SRR2099928
5082,ERR551167
5083,SRR1169490
5084,SRR1180957
5085,ERR1034959
5086,ERR551273
5087,SRR1167293
5088,ERR181678
5089,ERR037506
5090,SRR671778
5091,SRR1175480
5092,ERR221613
5093,ERR551467
5094,ERR551974
5095,SRR2101762
5096,SRR2100336
5097,ERR551842
5098,SRR2100226
5099,SRR1173347
5100,SRR2100550
5101,ERR037520
5102,SRR1019165
5103,ERR037477
5104,ERR176764
5105,SRR1165267
5106,SRR1181103
5107,SRR1181262
5108,SRR2101553
5109,ERR1213924
5110,SRR1146378
5111,ERR181730
5112,SRR1169058
5113,ERR551152
5114,ERR551138
5115,ERR1034817
5116,ERR036235
5117,SRR1173143
5118,ERR190354
5119,SRR2100623
5120,SRR2101689
5121,ERR1034862
5122,SRR1173282
5123,ERR176721
5124,ERR176622
5125,ERR1873403
5126,SRR1181122
5127,ERR161015
5128,SRR1173160
5129,SRR2100013
5130,SRR1013537
5131,SRR1165259
5132,ERR1035144
5133,SRR1180207
5134,SRR2101357
5135,ERR161084
5136,ERR1034729
5137,SRR2101379
5138,ERR551350
5139,SRR1011461
5140,ERR551602
5141,SRR1165717
5142,SRR2100618
5143,SRR2099972
5144,ERR176666
5145,ERR550928
5146,SRR1162531
5147,SRR1165240
5148,SRR2100344
5149,SRR1162875
5150,ERR553075
5151,SRR1173079
5152,ERR176799
5153,ERR552457
5154,SRR2100963
5155,SRR671787
5156,ERR552962
5157,ERR550667
5158,SRR1181093
5159,ERR181909
5160,SRR2101467
5161,SRR2100532
5162,SRR1159066
5163,SRR1173565
5164,ERR550714
5165,SRR1013658
5166,SRR2101149
5167,SRR1163199
5168,ERR221563
5169,SRR2100074
5170,ERR181738
5171,SRR1166104
5172,ERR1034676
5173,SRR2101810
5174,SRR2100894
5175,ERR550948
5176,SRR2100457
5177,ERR221591
5178,SRR2101814
5179,ERR550848
5180,ERR245843
5181,ERR552957
5182,SRR2101066
5183,SRR1167339
5184,SRR2101246
5185,SRR1169045
5186,ERR190393
5187,ERR163934
5188,SRR671875
5189,SRR1180402
5190,SRR1173215
5191,SRR1181241
5192,SRR2101080
5193,SRR924705
5194,ERR1034750
5195,ERR552233
5196,SRR2100302
5197,SRR998670
5198,SRR1159002
5199,SRR2101807
5200,ERR181725
5201,SRR2100589
5202,ERR688035
5203,ERR067619
5204,SRR1011469
5205,ERR553055
5206,ERR551787
5207,SRR1165656
5208,ERR176734
5209,ERR1035159
5210,ERR1873485
5211,ERR245694
5212,SRR2101360
5213,ERR551368
5214,SRR2100945
5215,SRR1181395
5216,SRR1180349
5217,ERR2145518
5218,SRR1165642
5219,SRR2100288
5220,SRR2101647
5221,SRR1163127
5222,SRR2101390
5223,SRR1162741
5224,SRR1184389
5225,ERR1035136
5226,SRR2101204
5227,SRR1173505
5228,SRR1159721
5229,ERR551191
5230,SRR2100580
5231,ERR551877
5232,SRR1049600
5233,ERR2145524
5234,ERR1035128
5235,ERR037489
5236,ERR181881
5237,SRR671730
5238,SRR2100155
5239,SRR2101324
5240,ERR181899
5241,ERR1036282
5242,SRR2100504
5243,ERR1035321
5244,ERR552818
5245,ERR176538
5246,ERR552855
5247,ERR1213946
5248,ERR176489
5249,SRR1181196
5250,SRR2100453
5251,ERR550806
5252,SRR2100472
5253,ERR212146
5254,SRR2101179
5255,ERR552205
5256,ERR1034944
5257,SRR1173308
5258,SRR833058
5259,SRR2101718
5260,ERR221531
5261,SRR2100387
5262,ERR551313
5263,SRR1048850
5264,SRR1062925
5265,ERR1035004
5266,SRR2100520
5267,SRR924708
5268,ERR1034904
5269,ERR552587
5270,ERR1213832
5271,SRR2101238
5272,ERR1034852
5273,SRR2101397
5274,SRR1146286
5275,ERR550844
5276,ERR182015
5277,SRR1049557
5278,ERR552645
5279,SRR2100522
5280,SRR2101258
5281,SRR1175488
5282,ERR036209
5283,SRR1172939
5284,SRR2099937
5285,SRR2101821
5286,SRR2100873
5287,ERR1036295
5288,ERR1035017
5289,SRR2101427
5290,ERR551226
5291,ERR216982
5292,SRR1181248
5293,ERR1035158
5294,SRR2100415
5295,SRR1180282
5296,SRR2100821
5297,SRR1062902
5298,ERR552164
5299,ERR1034744
5300,SRR2100222
5301,SRR671780
5302,ERR550988
5303,SRR2101663
5304,ERR552718
5305,SRR2101704
5306,SRR2101678
5307,SRR2100957
5308,SRR1166154
5309,ERR221580
5310,SRR2101022
5311,ERR181796
5312,SRR2100857
5313,SRR1013683
5314,SRR1184321
5315,ERR221596
5316,SRR1163204
5317,SRR1183017
5318,SRR1162810
5319,SRR671870
5320,ERR216943
5321,SRR2101064
5322,SRR1184339
5323,ERR181793
5324,SRR2100315
5325,ERR498373
5326,SRR1050531
5327,SRR1184342
5328,SRR1172265
5329,SRR1011504
5330,ERR688043
5331,ERR551085
5332,ERR190371
5333,SRR1144831
5334,SRR1180417
5335,ERR161182
5336,ERR552940
5337,SRR1577822
5338,SRR2100593
5339,SRR1165310
5340,SRR1165209
5341,SRR1577826
5342,SRR1181326
5343,ERR1034833
5344,ERR1035196
5345,SRR1049645
5346,ERR553156
5347,SRR1167306
5348,SRR1172918
5349,SRR1166174
5350,SRR2101389
5351,ERR229995
5352,SRR1159926
5353,SRR2100892
5354,SRR1175028
5355,SRR2100231
5356,ERR551551
5357,SRR2100361
5358,SRR1181258
5359,SRR1013579
5360,ERR552689
5361,ERR550678
5362,SRR2101509
5363,ERR552043
5364,ERR181863
5365,ERR1873482
5366,ERR036232
5367,SRR1173019
5368,SRR1173100
5369,SRR1163294
5370,SRR1172364
5371,SRR671821
5372,ERR1034881
5373,ERR552591
5374,SRR1011467
5375,ERR1034902
5376,SRR1013616
5377,SRR2100089
5378,SRR1159957
5379,ERR124649
5380,SRR1169213
5381,ERR551684
5382,SRR2100745
5383,SRR1180301
5384,SRR2100638
5385,SRR2101249
5386,SRR2100819
5387,ERR176480
5388,ERR551266
5389,ERR245834
5390,SRR2100710
5391,SRR1165247
5392,SRR1013571
5393,ERR550892
5394,ERR1035269
5395,ERR176506
5396,SRR1173078
5397,SRR1166261
5398,SRR1144775
5399,SRR2100983
5400,ERR245753
5401,SRR833024
5402,ERR181954
5403,SRR1173013
5404,ERR552028
5405,ERR1034935
5406,ERR552906
5407,ERR2145507
5408,SRR1172870
5409,SRR2100341
5410,ERR161062
5411,SRR1180952
5412,SRR2100245
5413,SRR1180167
5414,SRR1167363
5415,ERR037503
5416,SRR1172828
5417,SRR1162897
5418,SRR1062904
5419,ERR176617
5420,SRR998634
5421,ERR552136
5422,ERR037495
5423,SRR1159790
5424,ERR037544
5425,SRR3675384
5426,SRR1165643
5427,ERR176563
5428,SRR998861
5429,SRR1166132
5430,SRR1184036
5431,ERR212111
5432,ERR161098
5433,ERR1035147
5434,SRR2100283
5435,SRR2100927
5436,ERR182055
5437,SRR832986
5438,SRR2101824
5439,ERR551295
5440,SRR1172139
5441,ERR161136
5442,SRR2101042
5443,SRR1162971
5444,ERR551389
5445,SRR1163339
5446,SRR1144823
5447,SRR3675513
5448,ERR221573
5449,SRR1163374
5450,ERR163989
5451,SRR1165605
5452,ERR553199
5453,SRR1165294
5454,SRR1172280
5455,ERR176635
5456,SRR2100702
5457,SRR2101208
5458,SRR2099981
5459,SRR2100078
5460,SRR2101767
5461,ERR552632
5462,SRR2101518
5463,ERR181798
5464,ERR552050
5465,ERR1035088
5466,SRR1167184
5467,SRR671794
5468,ERR1035287
5469,ERR1034797
5470,ERR176523
5471,SRR2101748
5472,SRR2101232
5473,SRR1172804
5474,ERR161187
5475,SRR2101203
5476,SRR1180926
5477,ERR2124090
5478,ERR552656
5479,SRR1165577
5480,SRR2101517
5481,ERR552219
5482,ERR553161
5483,ERR1034877
5484,SRR2100863
5485,ERR1034813
5486,SRR2101738
5487,ERR553228
5488,ERR551925
5489,ERR1873546
5490,SRR1162866
5491,SRR2099954
5492,SRR1173573
5493,ERR181908
5494,SRR1159309
5495,ERR551430
5496,SRR2101564
5497,ERR036212
5498,SRR2101047
5499,ERR245767
5500,SRR924699
5501,ERR212179
5502,SRR2101127
5503,ERR551796
5504,ERR181890
5505,SRR2101305
5506,ERR552791
5507,SRR2101226
5508,ERR212163
5509,ERR037516
5510,SRR2100487
5511,ERR221614
5512,ERR161122
5513,ERR161160
5514,SRR1172943
5515,ERR190365
5516,ERR552433
5517,ERR190357
5518,SRR1163299
5519,ERR551767
5520,SRR1735686
5521,SRR1180439
5522,ERR181687
5523,ERR176543
5524,ERR1035181
5525,ERR552948
5526,SRR2101478
5527,ERR1035199
5528,SRR1049723
5529,SRR2100128
5530,ERR181870
5531,ERR1213927
5532,SRR1180388
5533,SRR2101696
5534,ERR552827
5535,SRR1146301
5536,SRR1049625
5537,SRR1167337
5538,SRR2100757
5539,SRR2100805
5540,ERR551795
5541,SRR1166817
5542,ERR1034865
5543,ERR867562
5544,SRR2101759
5545,SRR1162526
5546,SRR1181075
5547,ERR228051
5548,SRR1165658
5549,SRR1169223
5550,ERR551211
5551,SRR1180308
5552,ERR550927
5553,ERR1034980
5554,SRR1144789
5555,ERR552683
5556,ERR552523
5557,SRR2100133
5558,ERR552020
5559,ERR229959
5560,SRR1019173
5561,SRR671736
5562,ERR1035104
5563,SRR1173343
5564,SRR1049721
5565,SRR671735
5566,ERR234557
5567,SRR1049589
5568,SRR1173337
5569,SRR2101284
5570,SRR1180253
5571,ERR551749
5572,ERR551466
5573,SRR1146359
5574,SRR3675230
5575,ERR550786
5576,SRR1180989
5577,SRR833075
5578,SRR1163022
5579,SRR1163015
5580,ERR037535
5581,ERR553256
5582,ERR1213903
5583,SRR833015
5584,ERR1034934
5585,SRR2100713
5586,SRR1049739
5587,ERR551980
5588,ERR550651
5589,ERR176656
5590,SRR1011516
5591,ERR551379
5592,SRR1103472
5593,ERR1873452
5594,SRR1062878
5595,SRR2101412
5596,SRR2100125
5597,ERR245744
5598,ERR245813
5599,SRR1167374
5600,SRR1184369
5601,ERR552441
5602,ERR551110
5603,SRR1167308
5604,SRR1146316
5605,ERR551768
5606,ERR230006
5607,SRR1011500
5608,ERR552494
5609,SRR3675572
5610,SRR1735716
5611,SRR671855
5612,SRR1162795
5613,SRR2100798
5614,ERR190384
5615,ERR550811
5616,SRR998682
5617,SRR2100730
5618,SRR993140
5619,ERR163950
5620,ERR1034631
5621,SRR1175494
5622,ERR234607
5623,ERR176453
5624,SRR1163313
5625,SRR2101157
5626,SRR2100920
5627,ERR176473
5628,SRR1062880
5629,SRR1167358
5630,ERR550621
5631,SRR2100002
5632,SRR2100505
5633,ERR553047
5634,ERR176507
5635,SRR3675491
5636,ERR551203
5637,SRR1165243
5638,SRR2101536
5639,SRR1173325
5640,ERR551541
5641,SRR2101348
5642,SRR1144755
5643,ERR550853
5644,ERR1213930
5645,SRR847792
5646,SRR1165692
5647,ERR552247
5648,SRR2101151
5649,ERR553100
5650,ERR190373
5651,ERR229970
5652,SRR998806
5653,ERR551344
5654,SRR1172053
5655,SRR2101652
5656,SRR2100604
5657,ERR1873508
5658,SRR1165322
5659,SRR1184352
5660,ERR550672
5661,ERR163955
5662,SRR2100509
5663,ERR552560
5664,SRR1048881
5665,SRR1163215
5666,SRR1165655
5667,ERR1034837
5668,ERR867561
5669,SRR671784
5670,SRR1167276
5671,ERR1035327
5672,ERR037522
5673,ERR551178
5674,ERR1213845
5675,ERR552144
5676,ERR181729
5677,ERR1034788
5678,ERR552301
5679,ERR163960
5680,SRR2100393
5681,ERR550664
5682,SRR2101201
5683,ERR551876
5684,ERR1873545
5685,SRR2100515
5686,SRR1049619
5687,ERR176495
5688,SRR1169482
5689,SRR2100549
5690,ERR037494
5691,ERR245735
5692,ERR550943
5693,ERR164020
5694,SRR2100715
5695,ERR245745
5696,SRR1735706
5697,SRR2101158
5698,SRR1019148
5699,SRR2100300
5700,SRR1049676
5701,ERR1035299
5702,SRR1013555
5703,SRR1159279
5704,SRR1013641
5705,SRR2101471
5706,ERR553067
5707,SRR1049620
5708,SRR2100592
5709,SRR2100966
5710,SRR833213
5711,ERR245750
5712,ERR161079
5713,ERR037546
5714,SRR2100312
5715,SRR1167375
5716,SRR1165713
5717,ERR1034917
5718,SRR2100307
5719,SRR1011459
5720,ERR553077
5721,SRR671831
5722,ERR553163
5723,SRR1167174
5724,SRR2099945
5725,SRR833062
5726,SRR671829
5727,SRR2100554
5728,SRR1169202
5729,SRR2100570
5730,SRR2100913
5731,ERR212102
5732,SRR2100032
5733,SRR2101371
5734,ERR1034838
5735,SRR1049743
5736,SRR671800
5737,SRR2100653
5738,SRR2101290
5739,SRR1011465
5740,ERR181933
5741,SRR1162850
5742,SRR1183961
5743,SRR2099946
5744,SRR1167318
5745,SRR833049
5746,ERR550735
5747,SRR1165305
5748,ERR037553
5749,SRR1165720
5750,ERR181715
5751,SRR1163386
5752,ERR552480
5753,ERR552499
5754,SRR1163419
5755,SRR2101700
5756,SRR671743
5757,SRR2100725
5758,SRR1144827
5759,SRR1172968
5760,SRR3675579
5761,SRR1172171
5762,SRR1049631
5763,SRR671872
5764,ERR176806
5765,ERR245800
5766,SRR1180378
5767,ERR181810
5768,SRR2101018
5769,ERR1035224
5770,ERR551737
5771,ERR551047
5772,SRR1013595
5773,ERR181791
5774,SRR833040
5775,ERR550648
5776,ERR1873502
5777,SRR1173283
5778,SRR1011460
5779,SRR3675453
5780,ERR212100
5781,SRR2100733
5782,ERR552687
5783,ERR551084
5784,ERR551420
5785,ERR216934
5786,SRR1166804
5787,SRR1049072
5788,ERR1034747
5789,ERR551539
5790,ERR1036274
5791,ERR1034964
5792,ERR1873391
5793,ERR108466
5794,SRR1166187
5795,ERR245685
5796,ERR216924
5797,ERR181882
5798,SRR1048970
5799,ERR551390
5800,SRR998632
5801,ERR182026
5802,SRR1172246
5803,ERR552276
5804,SRR2100140
5805,SRR1165707
5806,SRR1166330
5807,SRR2101085
5808,SRR1013650
5809,SRR1173182
5810,ERR552130
5811,ERR552447
5812,SRR1049641
5813,SRR2101274
5814,SRR1013592
5815,ERR212107
5816,SRR2101705
5817,SRR833028
5818,SRR1062889
5819,SRR2101661
5820,ERR551351
5821,SRR3675271
5822,ERR221587
5823,SRR2100803
5824,SRR1172832
5825,ERR551559
5826,SRR1011524
5827,ERR551041
5828,ERR1873540
5829,SRR1163411
5830,SRR998642
5831,SRR2100282
5832,ERR552430
5833,ERR176808
5834,ERR553179
5835,ERR551345
5836,SRR1013615
5837,SRR1172879
5838,ERR551029
5839,SRR2100659
5840,SRR1181318
5841,ERR552862
5842,SRR998837
5843,ERR037518
5844,SRR2101002
5845,ERR2124077
5846,ERR551908
5847,SRR1049718
5848,SRR1013665
5849,ERR036203
5850,ERR551669
5851,SRR2100371
5852,SRR1180953
5853,ERR1035259
5854,SRR2100401
5855,ERR181693
5856,ERR036225
5857,ERR212141
5858,ERR1034758
5859,SRR2100468
5860,SRR1165663
5861,ERR176805
5862,ERR552012
5863,ERR163991
5864,ERR181924
5865,ERR1035308
5866,SRR1180224
5867,ERR176762
5868,SRR1049629
5869,SRR1166921
5870,ERR1035309
5871,ERR551292
5872,SRR1166877
5873,ERR550805
5874,ERR037515
5875,SRR1180338
5876,SRR2100764
5877,SRR2101654
5878,ERR1034972
5879,SRR833093
5880,ERR551234
5881,SRR1158890
5882,ERR1213921
5883,SRR1165679
5884,SRR1144795
5885,ERR552402
5886,ERR161108
5887,ERR553165
5888,ERR245727
5889,SRR2100402
5890,SRR3675451
5891,SRR1158989
5892,SRR1162471
5893,ERR176739
5894,ERR181792
5895,SRR1165326
5896,SRR2100684
5897,ERR163954
5898,SRR1162884
5899,SRR2100064
5900,ERR181774
5901,SRR2100296
5902,SRR2101147
5903,SRR1181130
5904,ERR552294
5905,ERR245704
5906,ERR212057
5907,ERR553118
5908,SRR1144828
5909,SRR2100797
5910,SRR1162877
5911,SRR1062871
5912,SRR1180711
5913,ERR553138
5914,SRR2101623
5915,SRR1011512
5916,SRR1159180
5917,SRR1144763
5918,SRR2101316
